county,city,pop change,housing change,units needed to get to 1990 ratio,pct of change
El Dorado,Placerville,2457,1114,-67.26937002172349,-0.06038543089921319
El Dorado,South Lake Tahoe,-562,1109,-1475.2138423051979,-1.3302198758387718
El Dorado,Balance Of County,57172,26679,-594.940409683426,-0.022299951635497056
El Dorado,Incorporated,1895,2223,-1106.7566952329942,-0.49786625966396497
El Dorado,County Total,59067,28902,-93.50587721735064,-0.00323527358720333
Fresno,Clovis,60439,20810,1874.8922361544428,0.09009573455811834
Fresno,Coalinga,8770,1259,2183.0007306380903,1.7339163865274745
Fresno,Firebaugh,3773,892,166.8934296680966,0.1871002574754446
Fresno,Fowler,2697,860,58.6010606953447,0.06814076825040082
Fresno,Fresno,171741,49461,13280.137950413875,0.2684971583755661
Fresno,Huron,2420,713,-224.53168275283258,-0.3149111960067778
Fresno,Kerman,9166,2396,544.92657856094,0.2274317940571536
Fresno,Kingsburg,5093,1605,220.60676328502404,0.1374496967507938
Fresno,Mendota,5007,911,379.471485119484,0.4165438914593677
Fresno,Orange Cove,3765,978,-93.85653104925052,-0.09596782315874286
Fresno,Parlier,7562,1862,-130.11337868480746,-0.06987829145263559
Fresno,Reedley,10361,2380,745.1626242796533,0.3130935396132997
Fresno,Sanger,9573,2567,235.71334402280445,0.09182444254881357
Fresno,San Joaquin,1759,386,29.583729987018614,0.0766417875311363
Fresno,Selma,10399,2352,957.1891305820964,0.40696816776449674
Fresno,Balance Of County,15960,4741,917.9010851235889,0.19360917214165554
Fresno,Incorporated,312525,89432,20697.948973264123,0.23143784074228602
Fresno,County Total,328485,94173,21752.200459931977,0.23098128401911353
Glenn,Orland,2760,900,197.00712589073646,0.21889680654526272
Glenn,Willows,199,217,-142.55778223112893,-0.6569483052125757
