county,city,end year population,end year housing units,end year pop to housing ratio,pct change of pop to housing unit ratio,pop change,housing change,multi-family change,multi-family change pct,additional people per additional housing unit,units needed to get to begin year population to housing unit ratio,pct of change
Placer,Roseville,146875,56935,2.5796961447264426,0.026971348742054146,102190,39146,8995,2.2640322174679084,2.610483829765493,1535.6137406288472,0.03922785829021732
Placer,Balance Of County,114613,58629,1.954885807364956,-0.014113790868201217,30220,16068,2596,0.7457627118644068,1.880756783669405,-827.4774448117732,-0.05149847179560451
Placer,Incorporated,290381,113106,2.5673350662210668,0.02567944378353272,201978,77788,14342,1.7985954351642839,2.596518743250887,2904.4991685802524,0.037338653373017075
Placer,County Total,404994,171735,2.3582496287885406,0.06286096229324026,232198,93856,16938,1.4786556089044085,2.4739814183429933,10795.42735942961,0.11502117455921422
Plumas,Portola,1928,1129,1.70770593445527,-0.21973490819690814,-265,127,-55,-0.270935960591133,-2.0866141732283463,-248.08071135430916,-1.9533914279866862
Plumas,Balance Of County,16188,14836,1.091129684551092,-0.3196763507928333,-1358,3896,-33,-0.03737259343148358,-0.34856262833675566,-4742.718340362476,-1.2173301694975553
Plumas,Incorporated,1928,1129,1.70770593445527,-0.21973490819690814,-265,127,-55,-0.270935960591133,-2.0866141732283463,-248.08071135430916,-1.9533914279866862
Plumas,County Total,18116,15965,1.134732226746007,-0.3134924640660208,-1623,4023,-88,-0.08103130755064457,-0.4034302759134974,-5004.907188814023,-1.2440733752955564
Riverside,Banning,32233,12643,2.549474017242743,0.026010858873841556,11661,4364,219,0.19711971197119713,2.672089825847846,328.85528874197917,0.07535639063748377
Riverside,Beaumont,52686,17232,3.057451253481894,0.1737329644239217,43001,13514,574,0.5780463242698892,3.1819594494598196,2993.7664429530196,0.22153074167182327
Riverside,Blythe,18556,5466,3.394804244420051,0.16857134739269744,10108,2558,658,0.7660069848661234,3.9515246286161063,921.4109848484845,0.3602075781268509
Riverside,Calimesa,10236,4593,2.2286087524493796,0,10236,4593,54,0,2.2286087524493796,0,0.0
Riverside,Canyon Lake,11025,4589,2.402484201351057,0,11025,4589,149,0,2.402484201351057,0,0.0
Riverside,Cathedral City,53973,21654,2.4925187032418954,0.2617107306521797,23888,6425,390,0.10767531750414136,3.717976653696498,5667.084161542298,0.8820364453762332
Riverside,Coachella,47825,10690,4.473807296538821,0.014126535614564636,30929,6860,1146,1.12573673870334,4.508600583090379,151.012665719697,0.02201350812240481
Riverside,Corona,169454,50298,3.3690007554972365,0.1747118234144927,93511,23818,5669,0.7703492322326403,3.9260643211016877,8787.655294102155,0.3689501760896026
Riverside,Desert Hot Springs,30086,11702,2.571013501965476,0.2105886338531303,18418,6208,1043,0.48175519630484986,2.966817010309278,2464.3081933493304,0.39695686104209577
Riverside,Hemet,84525,36141,2.338756536897153,0.27596813111815643,48431,16449,1857,0.3544569574346249,2.9443127241777614,9973.764226741288,0.6063447155900838
Riverside,Indian Wells,5428,5454,0.9952328566189952,0.13509935554693864,2781,2435,253,0.6657894736842105,1.142094455852156,736.8318851530034,0.30260036351252706
Riverside,Indio,91621,32839,2.7900057858034653,-0.01195181805331822,54771,19789,702,0.13810741687979539,2.767749759967659,-392.48575305291524,-0.019833531409010827
Riverside,Lake Elsinore,64762,19306,3.3545011913394798,0.2807396173311302,46446,12313,1077,0.5898138006571741,3.772110777227321,5419.959052194801,0.44018184457035664
Riverside,La Quinta,41247,25177,1.638280970727251,-0.06129348926497421,30032,18751,2489,7.634969325153374,1.6016212468668338,-1543.1861792242526,-0.08229887361870047
Riverside,Moreno Valley,209426,57725,3.6279948029449978,0.1589949637372594,90647,19780,3881,0.8080366437643139,4.582760364004044,9177.984281733301,0.46400324983484836
Riverside,Murrieta,115172,37587,3.064144518051454,0,115172,37587,6812,0,3.064144518051454,0,0.0
Riverside,Norco,26107,7334,3.5597218434687754,-0.11625650740422008,2805,1549,39,0.20103092783505155,1.8108457069076824,-852.6252253025492,-0.550435910460006
Riverside,Palm Desert,53892,38741,1.3910843808884643,0.09171287555705739,30640,20493,3526,0.7029505582137161,1.4951446835504807,3553.0485119559635,0.1733786420707541
Riverside,Palm Springs,47754,36217,1.3185520611867354,0.001461048863679765,7610,5727,-520,-0.04265091863517061,1.3287934346079973,52.914806695894185,0.009239533210388368
Riverside,Perris,78977,19585,4.032524891498596,0.4592113328306549,57477,11805,1054,0.8015209125475286,4.868869123252859,8993.653953488374,0.7618512455305696
Riverside,Rancho Mirage,18799,14945,1.2578788892606223,0.2041057888606488,9021,5585,157,0.11190306486101212,1.6152193375111907,3050.3610145223975,0.546170280129346
Riverside,Riverside,324302,101441,3.196951922792559,0.13260601080279857,97756,21181,6160,0.2517265334477545,4.615268400925357,13451.68634184669,0.635082684568561
Riverside,San Jacinto,51269,16290,3.147268262737876,0.32899761002102157,35059,9445,190,0.17707362534948742,3.7119110640550557,5359.371067242442,0.5674294406821008
Riverside,Temecula,112771,36651,3.076887397342501,0.2102491888362566,85672,25992,3319,1.0811074918566774,3.2960911049553707,7705.843020037639,0.29646979917042315
Riverside,Balance Of County,389905,145125,2.686683893195521,0.12489167415966851,4521,-16232,-5994,-0.4682446683852824,-0.27852390340069,18124.904212421898,999999
Riverside,Incorporated,2064548,718951,2.8716115562813043,0.17965834483204807,1279519,396461,47143,0.5644651452381523,3.2273514923283755,129165.54667534574,0.325796349894052
Riverside,County Total,2454453,864076,2.840552219943616,0.17428007888075298,1284040,380229,41149,0.4272158141176715,3.3770175341701973,150591.23343896552,0.39605404490179735
Sacramento,Citrus Heights,87811,35176,2.4963327268592224,0,87811,35176,10868,0,2.4963327268592224,0,0.0
Sacramento,Folsom,82303,29809,2.7610117749672916,-0.1274676566457972,52501,20391,5479,3.369618696186962,2.5747143347555292,-3799.6833769545665,-0.18634119841864383
Sacramento,Galt,26116,8213,3.179836844027761,0.0992956037459004,17227,5140,-82,-0.14909090909090908,3.351556420233463,815.5147935650803,0.15866046567414013
Sacramento,Isleton,832,433,1.9214780600461894,-0.1880428845903258,-1,81,48,0.6486486486486487,-0.012345679012345678,-81.42256902761105,-1.005216901575445
Sacramento,Sacramento,515673,200686,2.5695514385657194,0.0668892497159067,146308,47324,12428,0.23998764144749546,3.091623700447976,13423.735968486457,0.2836559878388652
Sacramento,Balance Of County,590493,224380,2.631665032534094,0.046161035476828025,-41837,-26989,-11448,-0.16383073114186356,1.5501500611360184,10357.613140290672,999999
Sacramento,Incorporated,970521,359251,2.7015123131181262,0.09810939888771313,561632,193046,42222,0.781367976904286,2.909316950364162,35245.89965980986,0.18257772582602003
Sacramento,County Total,1561014,583631,2.6746591596402522,0.07265438291811678,519795,166057,30774,0.2483516660883039,3.1302203460257623,42403.35015688342,0.25535418655572134
San Benito,Hollister,41386,12168,3.401216305062459,0.10163631953493144,22068,5911,835,0.5611559139784946,3.7333784469632887,1236.7107361010449,0.20922191441398152
San Benito,San Juan Bautista,2151,827,2.600967351874244,0.008910265790709946,581,218,86,0.7543859649122807,2.665137614678899,7.368789808917171,0.03380178811429895
San Benito,Balance Of County,19989,7360,2.715896739130435,-0.07849515410869423,4180,1996,-72,-0.34285714285714286,2.094188376753507,-577.72433423999,-0.28944104921843183
San Benito,Incorporated,43537,12995,3.3502885725278952,0.10125820274686564,22649,6129,921,0.5749063670411985,3.6953826072768803,1315.8503446955192,0.21469250198980572
San Benito,County Total,63526,20355,3.1209039548022597,0.04010287945149838,26829,8125,849,0.4685430463576159,3.302030769230769,816.294111235251,0.10046696753664627
San Bernardino,Adelanto,35147,9658,3.63915924622075,0.47581277633514146,28356,6904,-65,-0.04977029096477795,4.107184241019699,4595.399793844796,0.6656141068720736
San Bernardino,Apple Valley,74350,27173,2.736171935377029,-0.010016308804318138,28271,10501,505,0.1455750936869415,2.692219788591563,-272.17315913973835,-0.025918784795708822
San Bernardino,Barstow,24205,9647,2.509070177257178,-0.0056968080159589965,2733,1138,512,0.2006269592476489,2.4015817223198592,-54.957106929955216,-0.04829271259222778
San Bernardino,Big Bear Lake,5189,9977,0.5200962213090107,-0.16761277531482574,-162,1413,145,0.15541264737406216,-0.11464968152866242,-1672.2726593160157,-1.1834909124671025
San Bernardino,Chino,88184,26069,3.3827151022287008,-0.08537124083200057,28502,9932,2156,0.5998887033945465,2.86971405557793,-2225.5428772494224,-0.22407801824903567
San Bernardino,Chino Hills,82661,25877,3.1943811106387914,0,82661,25877,4398,0,3.1943811106387914,0,0.0
San Bernardino,Colton,54198,16681,3.2490857862238474,0.19296381001892166,13925,1894,-249,-0.044711797450170586,7.352164730728616,3218.8293149256324,1.6994874946809042
San Bernardino,Fontana,213944,55909,3.826646872596541,0.2844960879363016,126409,26526,885,0.11858501942918398,4.765475382643444,15905.891780430684,0.5996340111750993
San Bernardino,Grand Terrace,12399,4739,2.616374762608145,-0.02979488749986662,1453,680,555,0.7070063694267515,2.136764705882353,-141.19797186186736,-0.207644076267452
San Bernardino,Hesperia,96053,30320,3.1679749340369394,0.09073895989422885,45635,12961,1171,0.4781543487137607,3.520947457757889,2751.205263993019,0.21226797808757186
San Bernardino,Highland,55060,16854,3.26688026581227,0.19163012570439716,20621,4292,-134,-0.04806312769010043,4.804520037278658,3229.7341386219105,0.7525009642641917
San Bernardino,Loma Linda,24895,10018,2.4850269514873227,-0.05159962203388528,6425,2969,1358,0.5281991443018281,2.164028292354328,-516.9250135354628,-0.17410744814262807
San Bernardino,Montclair,39598,10609,3.7324912809878406,0.17025954033926283,11164,1694,787,0.31901094446696393,6.590318772136954,1806.283463459239,1.0662830362805427
San Bernardino,Needles,5353,2867,1.8671084757586327,-0.15942351996765075,162,530,-36,-0.06923076923076923,0.30566037735849055,-457.0672317472549,-0.8623910032967074
San Bernardino,Ontario,182004,51814,3.5126413710580153,0.12190145112460471,48825,9278,4138,0.34082859731488346,5.26244880362147,6316.20178857027,0.6807719108180933
San Bernardino,Rancho Cucamonga,175131,59717,2.932682485724333,0.05171004504863301,73722,23350,8938,1.0873479318734793,3.1572591006423982,3087.9687601692167,0.13224705611003068
San Bernardino,Redlands,71154,27214,2.6146101271404425,0.0039375585460196495,10759,4024,555,0.08020231213872832,2.673707753479125,107.15671827137976,0.026629403148951233
San Bernardino,Rialto,102567,27619,3.7136391614468303,0.2228668274014916,30172,3780,121,0.02284311874646026,7.982010582010582,6155.358906001795,1.628401826984602
San Bernardino,San Bernardino,216291,65778,3.288196661497765,0.1774737601827936,51615,6809,767,0.03961367627311228,7.580408283154648,11673.868997303798,1.7144762809962988
San Bernardino,Twentynine Palms,29967,9693,3.091612503868771,0.5582291936426815,18146,3735,1682,1.547378104875805,4.858366800535475,5410.915573978513,1.4487056422967906
San Bernardino,Upland,78513,28000,2.8040357142857144,0.08384603870897941,15139,3504,1156,0.14354898795479945,4.320490867579909,2347.689083851422,0.670002592423351
San Bernardino,Victorville,127170,38658,3.289616638212013,0.26387469158034943,86496,23031,1769,0.43679012345679014,3.7556337110850593,10200.867827113143,0.4429190146807843
San Bernardino,Yucaipa,55634,20391,2.728360551223579,0.18664854225190808,22815,6117,481,0.46835443037974683,3.7297694948504168,3805.950425058656,0.6221923205915737
San Bernardino,Yucca Valley,22330,9822,2.273467725514152,0,22330,9822,1176,0,2.273467725514152,0,0.0
San Bernardino,Balance Of County,303912,135412,2.2443505745428767,0.029706988767956608,-18645,-12577,-6453,-0.502374464772285,1.4824679971376322,4022.6827630465305,999999
San Bernardino,Incorporated,1871997,595104,3.1456636150992097,0.13199889669140696,776174,200761,32771,0.31933387252370327,3.866159264000478,78553.07141664304,0.39127654981118365
San Bernardino,County Total,2175909,730516,2.9785918446687,0.13889484644655548,757529,188184,26318,0.22792461980808534,4.025469753007695,101464.9076467519,0.539179248218509
San Diego,Carlsbad,115501,48187,2.3969327827007283,0.033689570622138294,52209,20892,5056,0.5948935168843393,2.498994830557151,1623.3993395689795,0.07770435284170876
San Diego,Chula Vista,274449,87693,3.129656871129965,0.15419411363083924,139289,37847,9663,0.5097325526190853,3.6803181229687953,13521.74440662918,0.35727387657222975
San Diego,Coronado,22357,9750,2.293025641025641,-0.20988246092013982,-4183,605,277,0.06968553459119498,-6.914049586776859,-2046.3539939713642,-3.3824032958204366
San Diego,Del Mar,4258,2633,1.6171667299658186,-0.16346560511644692,-602,119,-174,-0.18669527896995708,-5.0588235294117645,-430.4049382716049,-3.616848220769789
San Diego,El Cajon,103243,36319,2.8426718797323716,0.10403777294448503,14325,1785,-191,-0.010727323785453524,8.025210084033613,3778.547875570751,2.1168335437371155
San Diego,Encinitas,62289,26760,2.327690582959641,-0.07036896329403058,6883,4632,15,0.0027342325920524974,1.4859671848013818,-1883.073457748258,-0.4065357205846844
San Diego,Escondido,151688,49386,3.0714777467298426,0.18861168048428162,43040,7341,1122,0.06795469686875416,5.862961449393816,9314.77645239673,1.268870242800263
San Diego,Imperial Beach,27774,10169,2.731242010030485,-0.01874320513200181,1262,644,555,0.12300531914893617,1.9596273291925466,-190.59965298732652,-0.2959621940796996
San Diego,La Mesa,59578,27026,2.2044697698512543,0.006054157596685717,6667,2879,1289,0.11382903567643943,2.3157346300798887,163.61966320802867,0.05683211643210444
San Diego,Lemon Grove,26345,9148,2.879864451246174,0.0372026821991517,2361,510,58,0.02642369020501139,4.629411764705883,340.33013675783866,0.6673139936428208
San Diego,National City,62749,17450,3.5959312320916905,0.010392445404959325,8500,2207,759,0.10615384615384615,3.8513819664703215,181.3481723165405,0.08216953888379724
San Diego,Oceanside,176754,66283,2.6666566087835495,0.06224909678016887,48664,15259,4460,0.27419156522808313,3.189199816501737,4126.056881879929,0.27040152578019067
San Diego,Poway,48936,16949,2.887249985249867,-0.0435934524387768,5540,2574,657,0.3190869354055367,2.1522921522921523,-738.8654253848281,-0.28704950481151054
San Diego,San Diego,1411034,552967,2.5517508278070844,-0.008072786277754675,300411,121241,72047,0.3896032964893686,2.477800414051352,-4463.984409651166,-0.03681909922923075
San Diego,San Marcos,96302,32700,2.9450152905198776,0.09385850427376574,57328,18224,6076,1.4528933524629364,3.1457418788410885,3069.173089752141,0.16841379992055208
San Diego,Santee,56800,21249,2.673066967857311,-0.07658880878620158,3898,2974,879,0.20770321361058602,1.3106926698049766,-1627.435597898,-0.5472211156348352
San Diego,Solana Beach,13827,6601,2.094682623844872,0.025514964730474095,871,258,-69,-0.031095087877422264,3.375968992248062,168.42428218585985,0.6528072952940305
San Diego,Vista,103268,33311,3.1001170784425565,0.18273903539584938,31407,5895,2169,0.20813741483542847,5.327735368956743,6087.220008071137,1.0326072956863677
San Diego,Balance Of County,498252,179506,2.7756843782380534,-0.04251579297287659,99518,41961,6775,0.2849272436706199,2.3716784633350017,-7631.839933389179,-0.1818793625840466
San Diego,Incorporated,2817152,1054581,2.671347198555635,0.029068568556272677,717870,245886,104648,0.32534843882617387,2.9195236817061567,30655.16009664256,0.12467224688124806
San Diego,County Total,3315404,1234087,2.686523721585269,0.01764608645935209,817388,287847,111423,0.32256598355079363,2.8396613478688333,21776.805900362495,0.07565410061721156
San Francisco,San Francisco,875010,408212,2.143518563883472,-0.027453645583012307,151051,79741,58943,0.2640720762696678,1.894270199771761,-11206.907570732597,-0.14054134724586595
San Joaquin,Escalon,7501,2674,2.8051608077786088,0.036841046823736366,3064,1034,-12,-0.05357142857142857,2.9632495164410058,98.51295920667121,0.09527365493875359
San Joaquin,Lathrop,28503,7747,3.6792306699367496,0.09715400769930845,21662,5707,146,1.2695652173913043,3.79568950411775,752.6520976465426,0.1318822669785426
San Joaquin,Lodi,68751,25031,2.7466341736247055,0.04180849751782595,16877,5355,1102,0.17837487860148915,3.1516339869281045,1046.5085013687012,0.19542642415848763
San Joaquin,Manteca,87319,28485,3.0654379497981394,0.051134034192425994,46546,14504,956,0.2884731442365721,3.2091836734693877,1456.552963971255,0.10042422531517202
San Joaquin,Ripon,16292,5737,2.8398117483005056,-0.022160059304172013,8837,3170,372,0.9276807980049875,2.7876971608832806,-127.1322602280352,-0.04010481395206158
San Joaquin,Stockton,320876,101960,3.1470772852098863,0.0820068933780547,109933,29435,1110,0.042165242165242166,3.7347715304909124,8361.422848826456,0.2840639663267014
San Joaquin,Tracy,98601,28647,3.44193109226097,0.24864619814008715,65043,16473,1976,0.7807190833662584,3.9484611181934075,7122.967638119077,0.43240257622285416
San Joaquin,Balance Of County,155691,52405,2.9709188054574946,-0.007582085803912993,30944,10734,141,0.0752,2.882802310415502,-397.33920655406473,-0.03701688154966133
San Joaquin,Incorporated,627843,200281,3.1348105911194772,0.0975770105323415,271962,75678,5650,0.14454564060581251,3.5936731943233173,19542.821246427877,0.25823649206411214
San Joaquin,County Total,783534,252686,3.1008207815233133,0.07273374548925035,302906,86412,5791,0.1413714815809389,3.5053696245891772,18378.79921269673,0.21268804347424813
San Luis Obispo,Arroyo Grande,17555,7939,2.2112356719989923,-0.0692033877914442,3123,1864,228,0.22093023255813954,1.6754291845493563,-549.405695676275,-0.2947455448907054
San Luis Obispo,Atascadero,29623,12341,2.400372741268941,-0.07929345324739179,6485,3466,531,0.25615050651230103,1.8710328909405656,-978.5605065260611,-0.2823313636832259
San Luis Obispo,El Paso De Robles,31073,12207,2.5455066764970917,0.04091402005604055,12490,4608,534,0.25501432664756446,2.7105034722222223,499.43744282408716,0.10838486172397725
San Luis Obispo,Grover Beach,13128,5873,2.235314149497701,-0.05111858418581475,1526,948,53,0.037776193870277974,1.609704641350211,-300.2194449232892,-0.3166871781891236
San Luis Obispo,Morro Bay,10121,6544,1.5466075794621026,-0.0887434232763646,457,850,58,0.06118143459915612,0.5376470588235294,-580.7369619205298,-0.6832199552006233
San Luis Obispo,Pismo Beach,8108,5838,1.3888317917094894,-0.17637149710591235,439,1290,98,0.10392364793213149,0.34031007751937986,-1029.656800104316,-0.7981835659723381
San Luis Obispo,San Luis Obispo,46058,21965,2.0968814022308218,-0.1065839928576099,4100,4088,1908,0.27327413348610713,1.0029354207436398,-2341.1174031174032,-0.5726803823672708
San Luis Obispo,Balance Of County,115506,51761,2.2315256660420006,-0.14303332677087843,25390,17154,816,0.28521495980426426,1.4801212545178968,-7403.548026987439,-0.43159309939299517
San Luis Obispo,Incorporated,155666,72707,2.141004304950005,-0.06313577503356553,28620,17114,3410,0.22035541195476574,1.6723150636905457,-4590.412795365457,-0.2682255928108833
San Luis Obispo,County Total,271172,124468,2.1786483272809076,-0.09508072719565183,54010,34268,4226,0.23047556719022688,1.5761059880938484,-11834.507952588392,-0.34535158026696605
San Mateo,Atherton,6896,2516,2.740858505564388,-0.03650960253928119,-267,-2,-8,-0.2857142857142857,133.5,-91.8581599888315,999999
San Mateo,Belmont,26470,11140,2.3761220825852782,0.01623098379966268,2305,805,203,0.05300261096605744,2.8633540372670807,180.8131595282432,0.22461262053197914
San Mateo,Brisbane,4579,2040,2.244607843137255,0.050829281577129425,1627,658,171,0.4476439790575916,2.472644376899696,103.69173441734415,0.15758622251876012
San Mateo,Burlingame,29746,13132,2.265153822723119,0.0899343245841275,3080,301,-143,-0.02241730678789779,10.232558139534884,1181.017550438761,3.9236463469726277
San Mateo,Colma,1659,517,3.2088974854932304,0.2713401642434647,556,80,48,0.35294117647058826,6.95,140.28286491387124,1.7535358114233905
San Mateo,Daly City,108599,33761,3.2166997423062114,0.05043648087299523,16511,3689,1972,0.18901562350234832,4.475738682569802,1702.7860307531928,0.4615847196403342
San Mateo,East Palo Alto,30350,7935,3.8248267170762444,0.1989382626424235,6899,584,-125,-0.03767329716696805,11.813356164383562,1578.5751140676302,2.7030395788829287
San Mateo,Foster City,32842,13232,2.482013301088271,0.034788836168509425,4666,1485,1429,0.31734399289362647,3.142087542087542,460.3258801817151,0.30998375769812464
San Mateo,Half Moon Bay,12309,4749,2.5919140871762476,-0.007687179318749153,3423,1347,207,0.3568965517241379,2.541202672605791,-36.506414584740014,-0.027102015281915377
San Mateo,Hillsborough,11391,4120,2.7648058252427186,-0.017919820770163974,724,331,27,1.2857142857142858,2.187311178247734,-73.82966157307584,-0.22305033707877897
San Mateo,Menlo Park,34825,14124,2.4656612857547437,0.07887330420589213,6422,1696,712,0.14262820512820512,3.786556603773585,1114.0065486040207,0.6568434838467103
San Mateo,Millbrae,22509,8637,2.606113233761723,0.041602717461639044,2095,478,402,0.15958713775307662,4.382845188284519,359.32267071617525,0.7517210684438813
San Mateo,Pacifica,37890,14537,2.6064525005159247,-0.049305618341151984,220,797,118,0.039176626826029216,0.27603513174404015,-716.7557738253252,-0.8993171566189776
San Mateo,Portola Valley,4560,1932,2.360248447204969,-0.057025888554105425,365,256,127,0.5313807531380753,1.42578125,-110.17401668653159,-0.430367252681764
San Mateo,Redwood City,85182,31561,2.6989639111561736,0.09666854526591882,19110,4714,2139,0.20018717828731866,4.0538820534577855,3050.9559571376676,0.647211700708033
San Mateo,San Bruno,44936,16180,2.77725587144623,0.08193294876442805,5975,1002,863,0.15279745042492918,5.963073852295409,1325.6751110084442,1.323029052902639
San Mateo,San Carlos,29814,12422,2.400096602801481,0.04047854015012282,3432,985,636,0.22625400213447172,3.484263959390863,502.82442574482593,0.5104816505023614
San Mateo,San Mateo,103045,42034,2.451467859351953,0.05968097588871381,17426,5024,3177,0.19466911764705883,3.468550955414013,2508.630140506196,0.49932924771222054
San Mateo,South San Francisco,67135,22495,2.9844409868859745,0.04849975089798353,12823,3414,780,0.14473928372610875,3.7560046865846513,1091.0018964501405,0.3195670464118748
San Mateo,Woodside,5628,2228,2.526032315978456,-0.05110705015588792,594,337,-10,-0.2777777777777778,1.7626112759643917,-113.86650774731825,-0.33788281230658235
San Mateo,Balance Of County,64880,23007,2.820011300908419,0.008462919098879317,7636,2536,545,0.23613518197573657,3.0110410094637223,194.70637970791677,0.0767769636072227
San Mateo,Incorporated,700365,259292,2.7010667509988737,0.054707292527757585,107986,27981,12725,0.15659418417198903,3.8592616418283834,14185.163294107319,0.5069569813125806
San Mateo,County Total,765245,282299,2.710760576551812,0.05064124805520788,115622,30517,13270,0.15879093922387488,3.7887734705246254,14295.973684737146,0.46845934019520746
Santa Barbara,Buellton,5435,2093,2.5967510750119445,0,5435,2093,192,0,2.5967510750119445,0,0.0
Santa Barbara,Carpinteria,13196,5619,2.3484605801744083,-0.06775664610375023,-551,162,201,0.10387596899224806,-3.4012345679012346,-380.72459445697245,-2.3501518176356324
Santa Barbara,Guadalupe,8346,2317,3.602071644367717,-0.09405827232365135,2867,939,208,0.7536231884057971,3.053248136315229,-217.9330169739003,-0.23209053990830703
Santa Barbara,Lompoc,42493,14692,2.8922542880479174,0.01873048723215576,4844,1431,506,0.11269487750556793,3.3850454227812716,275.18831841483166,0.19230490455264268
Santa Barbara,Santa Barbara,93055,39378,2.363121539946163,0.00041416959121309507,7484,3152,966,0.05902120119753162,2.3743654822335025,16.309170162788632,0.005174229112559845
Santa Barbara,Santa Maria,107445,30766,3.4923291945654293,0.2049420831977193,45893,9529,2927,0.4739313471502591,4.816140203589044,6305.248131661034,0.661690432538675
Santa Barbara,Solvang,5512,2699,2.0422378658762503,-0.10574017938006848,771,623,203,0.34523809523809523,1.2375601926163724,-285.3927441468045,-0.4580942923704727
Santa Barbara,Balance Of County,133351,52237,2.5528073970557266,-0.0714496140877436,-27518,-6277,-2805,-0.22743857942106543,4.383941373267485,-3732.313491101455,999999
Santa Barbara,Incorporated,307821,110310,2.790508566766386,0.0645933424728543,99082,30675,10203,0.3420152855993564,3.2300570497147514,7125.291608180552,0.23228334500996095
Santa Barbara,County Total,441172,162547,2.7141196084824695,0.01446102300882193,71564,24398,7398,0.17545357524012806,2.9331912451840316,2350.5959070149984,0.09634379486084918
Santa Clara,Campbell,41533,18195,2.2826600714482,0.0045778999872620975,5445,2313,213,0.030238500851788756,2.3540856031128405,83.2948902682333,0.036011625710433766
Santa Clara,Cupertino,58656,21067,2.78425974272559,0.10340756286512927,18689,5228,2097,0.4783302919708029,3.574789594491201,2178.487126879676,0.41669608394791047
Santa Clara,Gilroy,56599,16826,3.3637822417686913,0.04341668483357609,25112,7059,1106,0.39827151602448685,3.557444397223403,730.5291390097509,0.10348904080036136
Santa Clara,Los Altos,30510,11710,2.605465414175918,0.01117408438430033,3911,1387,954,1.2926829268292683,2.8197548666186014,130.84852814015562,0.09433924162952821
Santa Clara,Los Altos Hills,8390,3204,2.618601747815231,-0.06533272722378897,876,522,-13,-0.41935483870967744,1.6781609195402298,-209.32605802501996,-0.4010077739942911
Santa Clara,Los Gatos,30836,13673,2.2552475682001023,-0.025421765863888234,3479,1851,518,0.16444444444444445,1.8795245813074013,-347.5918046569434,-0.18778595605453452
Santa Clara,Milpitas,75663,22723,3.3297980020243805,-0.04973647864895074,24973,8257,3905,1.5945283789301756,3.02446409107424,-1130.1620043401063,-0.1368731990238714
Santa Clara,Monte Sereno,3604,1391,2.590941768511862,-0.061995526459045956,317,201,22,3.142857142857143,1.5771144278606966,-86.235777304533,-0.429033717933
Santa Clara,Morgan Hill,47374,15914,2.9768757069247203,0.014810061074262122,23446,7757,1438,1.0699404761904763,3.0225602681449013,235.68731193580788,0.030383822603559093
Santa Clara,Mountain View,82814,37820,2.189687995769434,0.023479639616895594,15449,6333,3356,0.18691172375382903,2.4394441812726986,887.9999703109925,0.140217901517605
Santa Clara,Palo Alto,67657,29406,2.3007889546351086,0.036713277090324035,11757,4218,2623,0.2973248696440716,2.787339971550498,1079.590626118068,0.25594846517735137
Santa Clara,San Jose,1029782,337442,3.051730371441611,0.011846588287182856,247558,78084,44163,0.6076027736503219,3.170406229189078,3997.53644480354,0.051195333804665996
Santa Clara,Santa Clara,130746,51041,2.5615877431868497,0.036341241042542834,37133,13168,9170,0.5203132092600998,2.819942284325638,1854.8932840524285,0.14086370626157568
Santa Clara,Saratoga,30546,11311,2.7005569799310405,-0.007296773173134199,2485,996,432,0.7047308319738989,2.494979919678715,-82.53380136132,-0.08286526241096386
Santa Clara,Sunnyvale,153827,60761,2.531673277266668,0.09594928641281227,36503,9972,6694,0.29805423215637383,3.6605495387083833,5829.974591728886,0.5846344355925477
Santa Clara,Balance Of County,85634,27814,3.0788092327604804,0.017889309790232698,-20539,-7288,-1610,-0.2534235794113017,2.8181942919868277,497.5732625055334,999999
Santa Clara,Incorporated,1848537,652484,2.8330763666235494,0.02852552506927279,457133,147346,76678,0.47308444543160516,3.1024459435614133,18612.44869929939,0.12631797740895165
Santa Clara,County Total,1934171,680298,2.8431231607325027,0.02563598155829534,436594,140058,75068,0.4456819881971573,3.117237144611518,17440.106982145167,0.12452060562156513
Santa Cruz,Capitola,10091,5560,1.8149280575539568,-0.05747222495329863,-80,278,296,0.13279497532525797,-0.28776978417266186,-319.54557074034017,-1.1494444990659718
Santa Cruz,Santa Cruz,56156,24169,2.3234722164756505,-0.0949344008401663,6445,4805,1681,0.2693910256410256,1.3413111342351718,-2294.4695339059767,-0.4775170726131065
Santa Cruz,Scotts Valley,11755,4786,2.456122022565817,0.012261205100392103,3088,1214,99,0.14666666666666667,2.543657331136738,58.68212761047653,0.04833783163960175
Santa Cruz,Watsonville,51366,14234,3.608683434031193,0.1498261727970382,20267,4325,1557,0.5497881355932204,4.686011560693641,2132.625743593042,0.49309265747816
Santa Cruz,Balance Of County,131747,57795,2.2795570551085733,-0.05809640338590679,1661,4044,339,0.04806465333900468,0.41073194856577644,-3357.681633688483,-0.8302872486865686
Santa Cruz,Incorporated,129368,48749,2.653757000143593,0.015372041029170344,29720,10622,3633,0.3033567134268537,2.7979664846544905,749.3716281310208,0.07054901413396919
Santa Cruz,County Total,261115,106544,2.4507715122390747,-0.019857813812924043,31381,14666,3972,0.20873403752167743,2.139710895949816,-2115.7309148841705,-0.14426093787564234
Shasta,Anderson,10702,4525,2.365082872928177,-0.07836148800461205,2403,1291,397,0.42459893048128344,1.8613477924089852,-354.58573322087,-0.27465974687906275
